h5ad_var	index
LAGE3	16080
WDR5B	16081
FAM163B	16082
NPIPB9	16083
WDR45	16084
METTL9	16085
ZNF138	16086
ZNF429	16087
ZNF470	16088
SERTAD1	16089
ZNF100	16090
EOLA2	16091
ZNF398	16092
ZSCAN25	16093
ANXA6	16094
ZNF441	16095
GMFB	16096
SIGLEC15	16097
ZNF420	16098
ZNF763	16099
ZMYM1	16100
DTHD1	16101
H4C3	16102
ZSCAN26	16103
MAFG	16104
ARRDC1	16105
KIAA1671	16106
KRT35	16107
IGF2R	16108
LCE1C	16109
GAL3ST4	16110
DYNC1H1	16111
SLC6A17	16112
IFNL3	16113
PCBP2	16114
ZGPAT	16115
SLC25A29	16116
PGAP1	16117
SRC	16118
ZNF679	16119
ZNF682	16120
OR8B8	16121
ZNF772	16122
ZNF257	16123
PCNX3	16124
ADAM32	16125
ACSL5	16126
LRRC8B	16127
ABCB8	16128
H3C12	16129
SND1	16130
ZNF785	16131
SULT1A2	16132
NEK5	16133
PSMD12	16134
ADGRA1	16135
PIWIL2	16136
NOL4L	16137
CYSRT1	16138
SLC22A4	16139
ZSCAN5B	16140
ENTPD4	16141
C1D	16142
TBC1D9B	16143
OR1J2	16144
H4C11	16145
SLC2A7	16146
FAM110D	16147
SERPINA1	16148
TPSB2	16149
KANK2	16150
C6orf141	16151
GTF2E2	16152
IL27	16153
GUCA2A	16154
RAD54B	16155
ZNF165	16156
SYNGAP1	16157
FITM2	16158
BLM	16159
KRBOX5	16160
OR10D3	16161
DDI2	16162
SVIL	16163
TRIM33	16164
LRP10	16165
PELI1	16166
ZNF655	16167
MRPL21	16168
LYPD2	16169
UAP1L1	16170
ZNF98	16171
FBXL22	16172
ZNF786	16173
ZNF517	16174
ZNF675	16175
SLC22A5	16176
DACT3	16177
ADARB1	16178
ZNF860	16179
HTT	16180
OR6N1	16181
C5AR1	16182
DIO3	16183
CYP2B6	16184
H3C4	16185
DCHS2	16186
VEPH1	16187
FABP12	16188
SHPK	16189
OR51D1	16190
IPP	16191
OPALIN	16192
OR13G1	16193
MAP3K5	16194
OGDHL	16195
CYP2F1	16196
GSTK1	16197
HNRNPAB	16198
OR2L5	16199
STMN3	16200
PDGFA	16201
GYPE	16202
COL13A1	16203
SPN	16204
ZNF695	16205
PCDHB11	16206
ZNF628	16207
GALP	16208
SLC2A10	16209
ZNF665	16210
RPF2	16211
SLC28A3	16212
FAM177B	16213
MIB2	16214
OR6Y1	16215
MYO5A	16216
GZMM	16217
ATG7	16218
SIPA1L1	16219
TTC30A	16220
ELANE	16221
RAB40C	16222
PIGN	16223
COL4A6	16224
ZNF624	16225
HOXA4	16226
TOPORS	16227
BCO2	16228
KCNMB2	16229
ENTPD6	16230
DMBX1	16231
ENPP1	16232
CCDC154	16233
FAR1	16234
CPLANE1	16235
ZNF841	16236
MFAP5	16237
MYH6	16238
ZNF615	16239
EOLA1	16240
CDC42SE1	16241
MPEG1	16242
SERPINB2	16243
DPP4	16244
SERPINB13	16245
PDCD1LG2	16246
ZNF433	16247
CCER1	16248
DNAH10	16249
SLC22A24	16250
SPTAN1	16251
NMB	16252
PARVA	16253
KLHL14	16254
OR6C74	16255
FAM114A1	16256
RPE	16257
ZNF460	16258
CR1L	16259
PHF2	16260
RPS26	16261
SCGB1D4	16262
PSAP	16263
S100A10	16264
CFAP43	16265
LHFPL5	16266
RPL37A	16267
HOXC6	16268
TXNRD3	16269
CFD	16270
STPG3	16271
MAP1LC3C	16272
MCMBP	16273
EME2	16274
KLHDC1	16275
ZNF81	16276
TAF13	16277
ZNF780A	16278
ATAD3A	16279
FAM118B	16280
ZNF461	16281
CCDC180	16282
SLC9A8	16283
OCLN	16284
CFAP299	16285
H4C16	16286
CYP2A13	16287
ZNF181	16288
OR8G1	16289
INKA2	16290
ZNF44	16291
GPAA1	16292
ADAMTSL2	16293
SGTB	16294
ZNF790	16295
PRB3	16296
CYRIA	16297
MYO1C	16298
NKIRAS1	16299
UGT2B17	16300
MEIG1	16301
SLC22A12	16302
KIF13B	16303
NRAP	16304
ADH5	16305
SLC22A6	16306
H2BC12	16307
TEAD4	16308
SPG7	16309
HRNR	16310
HES5	16311
ZNF677	16312
ERO1A	16313
ZNF823	16314
ZNF311	16315
ZNF347	16316
PLCG2	16317
FCHSD1	16318
ZNF71	16319
AADACL2	16320
S100A6	16321
RPL12	16322
DNM3	16323
ZNF121	16324
MPZL1	16325
VPS13A	16326
MBP	16327
AKAP17A_ENSG00000197976	16328
ELOVL2	16329
GOLGA6L9	16330
LEKR1	16331
C1orf122	16332
ENSG00000197991.11	16333
CLEC9A	16334
KEL	16335
NOL8	16336
IRAK4	16337
ODAD3	16338
DLGAP2	16339
MRPL42	16340
ENTPD7	16341
SPANXA1	16342
ZNF335	16343
ZNF560	16344
TUBA3C	16345
RPS4X	16346
ZNF273	16347
ZNF84	16348
MAK16	16349
ZNF667	16350
AVPR1B	16351
SIRPA	16352
GRK6	16353
PRIM1	16354
MARCHF5	16355
POTEH	16356
NPIPB13	16357
AKR1B10	16358
SULT1C4	16359
CYP2A7	16360
ZBTB14	16361
CD2AP	16362
NUP62CL	16363
SFI1	16364
TMPRSS11F	16365
ZNF649	16366
ADH4	16367
OR2T6	16368
ZNF248	16369
CHSY3	16370
TOR4A	16371
LPAR1	16372
MB	16373
OR2L3	16374
DEFB107B	16375
HIBCH	16376
ZNF544	16377
TMEM229B	16378
SOWAHC	16379
ZNF770	16380
NPIPB6	16381
HMGN5	16382
MIER1	16383
MAN1A2	16384
SVIP	16385
ZNF251	16386
DDRGK1	16387
FAM47C	16388
TFDP1	16389
CLEC4C	16390
ZNF607	16391
BPIFA1	16392
ZNF334	16393
HSD17B11	16394
SZT2	16395
SULT1C2	16396
ZXDA	16397
RPS6KL1	16398
ENSG00000198211.8	16399
CACNA1E	16400
QRICH1	16401
CSF2RA_ENSG00000198223	16402
FKBP1C	16403
DDX42	16404
RPL23A	16405
SLC29A3	16406
STYX	16407
UBL5	16408
HELZ	16409
TMEM116	16410
UCKL1	16411
OR5B21	16412
CARD11	16413
ZNF485	16414
PEG3	16415
SDAD1	16416
ZKSCAN8	16417
PHETA1	16418
TMEM239	16419
HYLS1	16420
MYL4	16421
ZNF442	16422
ZNF813	16423
HOXC4	16424
DCAF12L2	16425
PIM3	16426
GET3	16427
ASPH	16428
SPRED2	16429
WWP2	16430
GFPT1	16431
UVRAG	16432
ZNF26	16433
TMEM207	16434
ITSN2	16435
NTRK1	16436
OGA	16437
MT1F	16438
TCAF1	16439
ZNF69	16440
TXNRD1	16441
NRARP	16442
ZNF583	16443
CCT8L2	16444
ZNF568	16445
ZXDB	16446
ZNF480	16447
ZNF587	16448
TPM2	16449
SH3BGRL2	16450
ZNF808	16451
ANKRD35	16452
B3GNT6	16453
YTHDF2	16454
TMA16	16455
HLA-DRB5	16456
ATL1	16457
CNGA1	16458
MAFK	16459
ARMH1	16460
ZNF43	16461
GPN1	16462
PLN	16463
C2CD4A	16464
ZNF28	16465
ITGBL1	16466
ZNF511	16467
C20orf203	16468
ZNF627	16469
KCNRG	16470
WDHD1	16471
ZNF789	16472
CTNND1	16473
DDX39B	16474
SLC34A3	16475
RD3	16476
SH2D1B	16477
ARC	16478
NUDT16	16479
TLK1	16480
LRBA	16481
ZNF536	16482
MMP17	16483
OR2M2	16484
BAZ1A	16485
AKR1C4	16486
COPS8	16487
CCDC69	16488
MDM4	16489
RYR2	16490
ZNF534	16491
KLHL9	16492
FAM3D	16493
NCOA6	16494
STK39	16495
TAT	16496
C6orf89	16497
CALM1	16498
LPA	16499
TAFA2	16500
SKIC3	16501
OR5BS1P	16502
TUSC1	16503
PAPSS2	16504
SLC9A6	16505
FAN1	16506
ABCA4	16507
EIF1AY	16508
MT-ND6	16509
IPO9	16510
GPX6	16511
CEP290	16512
MT-CO2	16513
GLMP	16514
TOGARAM1	16515
DLL1	16516
ANKRD13B	16517
ECI2	16518
UNC13B	16519
TEX45	16520
MT-CYB	16521
LDB1	16522
PPP1R14C	16523
CTR9	16524
SMOC1	16525
F5_ENSG00000198734	16526
MSRB1	16527
LRRTM3	16528
ZNF652	16529
SMURF1	16530
SLC5A3	16531
GPATCH3	16532
CDC42BPB	16533
PLXNB3	16534
OXCT2	16535
RPL10A	16536
COLGALT2	16537
EPS8L3	16538
EGFL6	16539
MT-ND2	16540
SYCP1	16541
APCDD1L	16542
RCSD1	16543
RASSF9	16544
FAM169A	16545
ZNF830	16546
GRIN3A	16547
MT-ND5	16548
MUC2	16549
CNOT7	16550
TMEM184B	16551
MTOR	16552
SCAMP5	16553
ZNF521	16554
ALPK2	16555
BRINP2	16556
MAGEB3	16557
LRIG2	16558
MT-CO1	16559
PNP	16560
PAX9	16561
LRRC10	16562
GK	16563
FOXJ3	16564
ZNF358	16565
SFT2D1	16566
CD247	16567
GRM3	16568
CHAMP1	16569
INPP5F	16570
ARHGAP11A	16571
SUCNR1	16572
HMGN2	16573
SELENOM	16574
UBE2J1	16575
GJC2	16576
OPA1	16577
DENND4B	16578
RYR3	16579
ZNF277	16580
MT-ND3	16581
KTI12	16582
STYXL2	16583
SELENOT	16584
ARHGEF15	16585
TOX	16586
CES1	16587
CD3E	16588
RUSC2	16589
C1orf68	16590
FICD	16591
OSTC	16592
R3HDM4	16593
TSEN15	16594
LTN1	16595
RUNDC1	16596
CCDC152	16597
STKLD1	16598
GRK5	16599
TYW1	16600
DCAF12	16601
SFMBT2	16602
ASB12	16603
PNMA5	16604
ITPRIPL1	16605
MT-ND4	16606
SMC5	16607
MT-ND1	16608
DCAF12L1	16609
PRMT6	16610
SHISA4	16611
CIPC	16612
CAPZA2	16613
MT-ATP6	16614
TOP1	16615
PRC1	16616
GPRASP3	16617
MAP3K3	16618
L1CAM	16619
SREBF2	16620
C1orf174	16621
POU3F3	16622
RASGEF1A	16623
SPOUT1	16624
RPL39	16625
DZIP3	16626
KIAA0753	16627
DCLRE1A	16628
ATG9A	16629
NOS1AP	16630
CSAG1	16631
APRT	16632
GPRASP1	16633
TBKBP1	16634
MAGEE1	16635
CCDC167	16636
MT-CO3	16637
ZFP2	16638
SOWAHA	16639
L3MBTL3	16640
DMD	16641
MFAP3L	16642
NAGA	16643
SMG5	16644
KIFBP	16645
TGM2	16646
ARMCX6	16647
PJA2	16648
RORB	16649
SGMS1	16650
OR10R2	16651
ZNF525	16652
INF2	16653
IQANK1	16654
ENSG00000203546.7	16655
GP1BB	16656
OR2L2	16657
EFCAB2	16658
COX20	16659
CHML	16660
STUM	16661
CAPN8	16662
TATDN3	16663
CR1	16664
RAET1G	16665
C1orf53	16666
SAMD5	16667
TEDDM1	16668
ECT2L	16669
GPR52	16670
NTMT2	16671
FCGR3A	16672
TMEM244	16673
OR6K3	16674
CENPW	16675
SPRN	16676
FAM229B	16677
FANK1	16678
LORICRIN	16679
PRR9	16680
SPRR2E	16681
KPRP	16682
EEF1AKMT2	16683
DDO	16684
PLPP4	16685
H2AC18	16686
H2BC18	16687
PNLIPRP3	16688
HSD3B1	16689
HSD3B2	16690
RBM20	16691
SMIM9	16692
C6orf163	16693
RIPPLY2	16694
GDI1	16695
PCMTD2	16696
SOX18	16697
LIME1	16698
OOEP	16699
KHDC3L	16700
DPPA5	16701
C1orf146	16702
SPANXN1	16703
CXorf66	16704
C10orf62	16705
SAMD13	16706
RTL8A	16707
CCDC160	16708
C1orf141	16709
EFCAB7	16710
GLYATL3	16711
LDLRAD1	16712
RHOXF2B	16713
ZYG11A	16714
LCN8	16715
C1orf185	16716
GLT6D1	16717
IFIT1B	16718
CT83	16719
LIPN	16720
LIPK	16721
LIPJ	16722
TRPC5OS	16723
LRIT2	16724
LRRC73	16725
FOXO6	16726
TCEAL5	16727
SYS1	16728
TCEAL6	16729
INPP5B	16730
RPA4	16731
NEU4	16732
MAFB	16733
TRAF3IP1	16734
CHIC1	16735
GIGYF2	16736
C2orf72	16737
RUFY2	16738
NHSL2	16739
PHACTR4	16740
CLPSL1	16741
ASAH2B	16742
AGAP6	16743
TIMM23B	16744
ZDHHC18	16745
TMEM273	16746
CXorf65	16747
AGAP9	16748
NPY4R	16749
GPRIN2	16750
SYT15	16751
MACO1	16752
PTPN20	16753
ZDBF2	16754
TXNDC8	16755
AWAT1	16756
DAXX	16757
BMPR2	16758
TCEA3	16759
PFDN6	16760
RING1	16761
HSD17B8	16762
RXRB	16763
OXLD1	16764
OR13C3	16765
COL11A2	16766
HLA-DOA	16767
BRD2	16768
HLA-DMA	16769
COL5A2	16770
PSMB8	16771
TAP2	16772
SPIN3	16773
NBDY	16774
TMEM235	16775
PAGE3	16776
HLA-DRA	16777
BTNL2	16778
COL15A1	16779
TSBP1	16780
TMEM225	16781
NOTCH4	16782
PBX2	16783
AGER	16784
RNF5	16785
AGPAT1	16786
PJVK	16787
PRRT1	16788
FKBPL	16789
MRPL38	16790
SMIM5	16791
ERICH2	16792
SP5	16793
STK19	16794
CD300LD	16795
BTBD17	16796
DXO	16797
SKIC2	16798
NELFE	16799
NXPE2	16800
ZBTB12	16801
SDHD	16802
EHMT2	16803
LAYN	16804
SLC44A4	16805
NEU1	16806
HSPA1B	16807
HSPA1A	16808
HSPA1L	16809
LSM2	16810
VARS1	16811
VWA7	16812
CARD16	16813
MBD5	16814
MSH5	16815
MPIG6B	16816
LY6G6C	16817
LY6G6F	16818
ABHD16A	16819
LY6G5C	16820
CSNK2B	16821
GPANK1	16822
C6orf47	16823
NALF1	16824
APOM	16825
TRIM49C	16826
BAG6	16827
PRRC2A	16828
AIF1	16829
NCR3	16830
PRAMEF20	16831
LST1	16832
NFKBIL1	16833
PRAMEF15	16834
MCCD1	16835
ZNF814	16836
MICB	16837
AADACL4	16838
ZNF551	16839
MICA	16840
ZNF805	16841
HLA-C	16842
POU5F1	16843
CCHCR1	16844
PSORS1C2	16845
CDSN	16846
PSORS1C1	16847
C6orf15	16848
MUC21	16849
DEFB121	16850
DHX16	16851
C6orf136	16852
MRPS18B	16853
PPP1R10	16854
KRTAP5-11	16855
KRTAP5-10	16856
ABCF1	16857
PRR3	16858
LILRB3	16859
DDR1	16860
LRCOL1	16861
GNL1	16862
HLA-E	16863
DPRX	16864
TRIM39	16865
ZNF468	16866
TRIM15	16867
ZNF616	16868
TRIM10	16869
TRIM40	16870
TRIM31	16871
RNF39	16872
PPP1R11	16873
DISP3	16874
RACK1	16875
HLA-G	16876
TBC1D8	16877
NMS	16878
HLA-F	16879
ZFP57	16880
ASPDH	16881
MOG	16882
OR2H2	16883
CBY3	16884
C5orf60	16885
C9orf57	16886
IL31	16887
AKT1S1	16888
FAM153CP	16889
GABBR1	16890
OR2H1	16891
OR11A1	16892
OR14J1	16893
OR2J2	16894
OR2J3	16895
SPDYC	16896
CFAP95	16897
TRIM27	16898
MALRD1	16899
RANBP17	16900
INSYN2B	16901
FOXD4L5	16902
ODAD4	16903
MRPL53	16904
MROH6	16905
ATXN2	16906
DCTN1	16907
PNMA8B	16908
TCTN1	16909
FAM216A	16910
ZBTB48	16911
IGFL2	16912
IGFL4	16913
GPR20	16914
KRT40	16915
KRT25	16916
MZT1	16917
SPINK9	16918
LRRC3C	16919
ZNF155	16920
UQCC3	16921
FBXO48	16922
GRXCR2	16923
FAM221B	16924
CD177	16925
PSG5	16926
ZNF783	16927
ZNF425	16928
LRRC10B	16929
FBXO47	16930
UQCC6	16931
PCDHGA1	16932
PCDHA9	16933
PCDHA8	16934
PCDHA7	16935
PCDHA5	16936
PCDHA4	16937
PCDHA2	16938
PCDHA1	16939
TRIM13	16940
ERICH4	16941
MS4A13	16942
PRSS1	16943
SPIRE2	16944
AARD	16945
PABPN1L	16946
PKHD1L1	16947
SLFN12L	16948
SLC35B4	16949
LGALS7	16950
SYCE1L	16951
TMEM231	16952
GARIN1A	16953
CCNI2	16954
TMEM240	16955
FRG2	16956
FAM205A	16957
CDKL4	16958
TMEM88B	16959
ACCSL	16960
C4orf47	16961
TRIQK	16962
SDHAF1	16963
ARID3C	16964
PSENEN	16965
C11orf91	16966
FABP9	16967
ZBTB10	16968
C4orf46	16969
SCGB2B2	16970
LGR4	16971
PSMB10	16972
VIT	16973
ENSG00000205236.6	16974
SPDYE2	16975
E2F4	16976
PDE7A	16977
TMEM170B	16978
MUC12	16979
CTXN3	16980
MGAT4D	16981
SNX2	16982
SAP25	16983
NT5M	16984
SARNP	16985
OR6C1	16986
ADGRG1	16987
IPO7	16988
PRR13	16989
TECPR1	16990
MT1H	16991
SLCO6A1	16992
MT1A	16993
INSYN1	16994
MT1M	16995
CFI	16996
SAMD9	16997
KRT6A	16998
CNEP1R1	16999
KRT81	17000
EXOC3L4	17001
KRTAP12-3	17002
IZUMO3	17003
TP53TG3D	17004
TP53TG3C	17005
CCDC85C	17006
C2CD4B	17007
RGL3	17008
NAP1L4	17009
TMSB4X	17010
TMEM256	17011
CPT1B	17012
SMN2	17013
SERF1B	17014
HMGN1	17015
MUC19	17016
DENND6B	17017
EIF3CL	17018
LCMT1	17019
MFSD2B	17020
VCX3B	17021
CDPF1	17022
HTN3	17023
LIN52	17024
ARSH	17025
ACOT6	17026
SMIM11	17027
TECRL	17028
DPF3	17029
MANSC4	17030
ETFRF1	17031
C17orf107	17032
ITSN1	17033
ITPRIPL2	17034
DENND1C	17035
CRLF2_ENSG00000205755	17036
CRYZL1	17037
RIMOC1	17038
GAGE1	17039
ARRDC5	17040
CYS1	17041
PLPP6	17042
KLRC2	17043
KLRC3	17044
C16orf96	17045
GMNC	17046
TTC23L	17047
CLEC6A	17048
C22orf42	17049
NANOGNB	17050
LRRC72	17051
C1QTNF9B	17052
KRTAP5-2	17053
KRTAP5-1	17054
DEFB134	17055
DEFB135	17056
DEFB136	17057
BHLHA9	17058
ZNF316	17059
DAZ4	17060
ONECUT3	17061
CEMP1	17062
OLIG2	17063
C21orf62	17064
RNPS1	17065
DAZ2	17066
NYNRIN	17067
DNAJC19	17068
IFITM5	17069
SMIM21	17070
C18orf63	17071
DEFA1	17072
DOK6	17073
JPT2	17074
LHFPL7	17075
SERPINB11	17076
SERPINB4	17077
SERPINB5	17078
ZDHHC11B	17079
CFAP99	17080
GOLGA8O	17081
TMEM191C	17082
HBA1	17083
HBM	17084
ELOA2	17085
ATP10A	17086
ANKUB1	17087
TSSK2	17088
PRR23A	17089
FOXL2NB	17090
COL6A6	17091
RAB12	17092
TMEM200C	17093
HLA-A	17094
HACD2	17095
CFAP44	17096
CD200R1L	17097
LNP1	17098
VGLL3	17099
ENSG00000206549.13	17100
TRIM71	17101
ZCWPW2	17102
ANKRD28	17103
COLQ	17104
METTL6	17105
XKR4	17106
GPX3	17107
DIO2	17108
SELENOH	17109
DIO1	17110
STK38L	17111
SACM1L	17112
TSN	17113
SLC48A1	17114
TSSK1B	17115
PRR22	17116
TAS2R19	17117
TAS2R50	17118
TAS2R14	17119
TAS2R13	17120
KRTAP16-1	17121
CTAGE1	17122
KRTAP2-3	17123
RTL8B	17124
OR2A42	17125
RNF208	17126
KRTAP3-3	17127
KRTAP3-2	17128
KRTAP3-1	17129
MT-ND4L	17130
MAP10	17131
POU5F1B	17132
ZNF580	17133
ZNF611	17134
KLK9	17135
SYT3	17136
NUP62	17137
DENND1B	17138
SFT2D2	17139
CEP43	17140
SCAF8	17141
CFAP45	17142
ACKR1	17143
ZNF254	17144
DYNLT2B	17145
CRYGS	17146
CRIP1	17147
KLHL23	17148
LINGO4	17149
FAM24B	17150
TRIM59	17151
MLLT11	17152
ASIC3	17153
GIMAP1	17154
ENSG00000213204.8	17155
CCDC183	17156
ARHGEF35	17157
OR2F1	17158
DNLZ	17159
TCL1B	17160
SUPT4H1	17161
TSGA13	17162
NRAS	17163
ZNF625-ZNF20	17164
LTC4S	17165
ANKRD39	17166
QTRT1	17167
CHUK	17168
MXD3	17169
GSTM2	17170
COG8	17171
ARHGAP19	17172
HAUS7	17173
LCAT	17174
PTPRCAP	17175
PVRIG	17176
KRTAP4-12	17177
GPC2	17178
KRT222	17179
SIPA1	17180
ERV3-1	17181
SYNJ2BP	17182
ARL2	17183
TTLL13	17184
GBP7	17185
RBMXL1	17186
SRA1	17187
STIMATE	17188
DNAJC9	17189
C8orf82	17190
CPLX3	17191
VDAC1	17192
ZBTB9	17193
TMX2	17194
HEXA	17195
NDUFS3	17196
LEPROT	17197
LBH	17198
ADAT3	17199
PPP1CB	17200
SULT1A4	17201
GPSM3	17202
LAT	17203
NCKIPSD	17204
ATF6B	17205
TREX1	17206
S1PR3	17207
SLC35F6	17208
FAM209B	17209
CLIC1	17210
DDAH2	17211
RPS29	17212
UGT2B11	17213
ATP6V1G2	17214
ZNF134	17215
GTF2H4	17216
DDX47	17217
ZNF888	17218
ZNF845	17219
KLRK1	17220
CEACAM18	17221
EMP2	17222
KCTD11	17223
UBD	17224
PPM1N	17225
CEACAM16	17226
SLC23A3	17227
LTB4R	17228
LTB4R2	17229
DNASE1	17230
MDP1	17231
LEUTX	17232
CSNK1E	17233
CCL27	17234
IRF9	17235
GALT	17236
HBE1	17237
HBG1	17238
CLDN9	17239
ITGA1	17240
NUDT19	17241
ZNF726	17242
ZNF99	17243
TAX1BP3	17244
AP1G2	17245
ZNF90	17246
NAXD	17247
TM6SF2	17248
MEF2B	17249
GANC	17250
TTLL3	17251
REPIN1	17252
MRPL23	17253
ZNF891	17254
SMIM7	17255
FBXO16	17256
TSPAN4	17257
CPNE1	17258
ARL16	17259
SMCO1	17260
WEE2	17261
MAGEB1	17262
LYRM4	17263
MYCBP	17264
TMEM213	17265
PRCD	17266
ALG3	17267
SH3D21	17268
SMIM30	17269
C19orf38	17270
IQCJ	17271
C17orf67	17272
MINDY4B	17273
FIS1	17274
ENSG00000214265.11	17275
ANG	17276
SCART1	17277
NPS	17278
POU2AF3	17279
SPDYE3	17280
MBLAC1	17281
FOXI3	17282
SOGA3	17283
NEURL1B	17284
EFCAB9	17285
HAUS3	17286
VSTM5	17287
LCNL1	17288
BBIP1	17289
TRIM77	17290
GNAT3	17291
AS3MT	17292
PLIN5	17293
SEC14L6	17294
SPINK13	17295
HIGD1C	17296
NOTO	17297
PPME1	17298
KRTAP2-2	17299
STARD10	17300
NUTM2D	17301
CPEB1	17302
EML6	17303
ZNF727	17304
B3GALT9	17305
ZSWIM8	17306
C10orf105	17307
ARHGEF33	17308
C12orf71	17309
IFRD2	17310
CAPN14	17311
ZBED1_ENSG00000214717	17312
TOMM6	17313
HNRNPUL2	17314
CSKMT	17315
MS4A18	17316
MS4A4E	17317
FER1L6	17318
CDRT15L2	17319
MTCP1	17320
RAD51AP2	17321
EVPLL	17322
DCDC2C	17323
SMTNL1	17324
PNMA6E	17325
SPATA31D1	17326
NPIPA8	17327
ZSWIM7	17328
GPR33	17329
ARHGEF28	17330
TBC1D26	17331
LRRC69	17332
CRPPA	17333
NPIPA7	17334
GSG1L2	17335
ACSM4	17336
RTL10	17337
COL28A1	17338
PHB2	17339
TCP11X2	17340
NEURL4	17341
GRID2IP	17342
CXorf49B	17343
UBXN2B	17344
CXorf49	17345
ZNG1F	17346
C16orf90	17347
PRSS41	17348
NLRP2B	17349
MUC5AC	17350
MSMP	17351
GOLGA6B	17352
FAM166B	17353
PEX26	17354
GRXCR1	17355
CFAP90	17356
UBE2QL1	17357
FASTKD5	17358
GOLGA8B	17359
KCNU1	17360
HOMEZ	17361
GAGE10	17362
RNF212B	17363
DDX3X	17364
VPS16	17365
ZNF705D	17366
ZNF705B	17367
ZNF705G	17368
MYL5	17369
SCRT2	17370
ZNF407	17371
NPEPL1	17372
KRTAP10-4	17373
RPL17-C18orf32	17374
SKOR2	17375
SIAH3	17376
EFCAB8	17377
GAB4	17378
C20orf202	17379
HMX1	17380
GCGR	17381
RSC1A1	17382
CELA2B	17383
TMEM242	17384
TMEM167B	17385
FAM72D	17386
TNFRSF25	17387
ZC3H11B	17388
TSTD1	17389
RPTN	17390
CYB5RL	17391
LACTBL1	17392
C1orf167	17393
TTC34	17394
ATAD3C	17395
IFI30	17396
IGSF23	17397
FAM240C	17398
CCDC7	17399
FNIP1	17400
SP9	17401
SYCE3	17402
CKLF	17403
PAM16	17404
TENM3	17405
CEBPZOS	17406
TDRD15	17407
PAPOLB	17408
ZNF579	17409
CELA3B	17410
RNASEK	17411
CATSPERZ	17412
TAFA5	17413
NBPF1	17414
UMAD1	17415
PPP1R3G	17416
FAM228B	17417
LINGO3	17418
ZGLP1	17419
VAMP2	17420
OR6B1	17421
EBF2	17422
C6orf226	17423
PPP3R1	17424
PSG3	17425
FANCG	17426
OR2A5	17427
AP4M1	17428
C2orf16	17429
KRTAP1-5	17430
OR2A12	17431
KRTAP12-2	17432
PLXNA4	17433
MAGEA3	17434
CEBPD	17435
ZNF816-ZNF321P	17436
PSG7	17437
OR3A2	17438
FAM200C	17439
HMSD	17440
OR1C1	17441
NPTXR	17442
FAM200A	17443
PPP2R2A	17444
C19orf73	17445
ZNF880	17446
TRIM16	17447
HEPN1	17448
OR2A25	17449
TAS2R40	17450
OR2A14	17451
TIGD1	17452
FXYD7	17453
XKR9	17454
SLC12A8	17455
APOL6	17456
FADS3	17457
OR2A1	17458
OR4E2	17459
CCNL2	17460
UBA52	17461
MYBPHL	17462
PPT2	17463
ZNF630	17464
BTBD19	17465
FAM185A	17466
RAB6C	17467
PSMB11	17468
POTEM	17469
POTEJ	17470
DCDC2B	17471
USP17L2	17472
EXOSC6	17473
VPS52	17474
CDRT15	17475
ZNF844	17476
CKMT1A	17477
TINCR	17478
HBD	17479
ZNF735	17480
RFPL4A	17481
C1GALT1C1L	17482
CERS1	17483
HLA-DPB1	17484
C1QTNF5	17485
CPTP	17486
CENPVL3	17487
PRR29	17488
C4B	17489
ADM5	17490
ATXN1L	17491
SMIM13	17492
HNRNPA1L3	17493
GPX5	17494
NPIPA3	17495
NDUFAF8	17496
APOC4-APOC2	17497
PRRT4	17498
TMEM233	17499
PNMA6F	17500
PVALEF	17501
PLEKHM1	17502
MKRN2OS	17503
TMA7B	17504
C2CD4D	17505
ZNF469	17506
MCRIP1	17507
SLC26A6	17508
DEFB131B	17509
FAM229A	17510
ERCC6	17511
FRG2B	17512
NOL7	17513
CTAGE4	17514
NTF4	17515
ELFN1	17516
PIGBOS1	17517
FTCDNL1	17518
TEX22	17519
OR52I2	17520
CROCC2	17521
USP17L7	17522
TMEM185B	17523
C8orf90	17524
KIF4B	17525
ENSG00000226690.9	17526
HSBP1L1	17527
TAS2R46	17528
SRRM5	17529
PGAM4	17530
C13orf42	17531
ERVMER34-1	17532
RBMY1J	17533
LTA	17534
C14orf132	17535
WDR46	17536
ANHX	17537
ZNF717	17538
SPANXB1	17539
KLLN	17540
PARG	17541
AKR1B15	17542
SCAMP4	17543
LTB	17544
RD3L	17545
TEX46	17546
MRLN	17547
POLR2J2	17548
BOD1L2	17549
ENSG00000228144.2	17550
OR2M3	17551
MT-ATP8	17552
ORM2	17553
FAM174C	17554
SMIM10L2B-AS1	17555
OST4	17556
C2orf92	17557
NUTM2E	17558
FNDC10	17559
ZNF883	17560
PROB1	17561
ARL17B	17562
DHFR	17563
SAPCD1	17564
RPL41	17565
PGA4	17566
ORM1	17567
SPINK8	17568
PATL2	17569
NKX1-2	17570
PRAC2	17571
PRR20C	17572
ZNF492	17573
ZNF688	17574
PET100	17575
PGA3	17576
GK3	17577
FAM90A26	17578
PRPS1L1	17579
IQCF3	17580
TEX53	17581
ANKRD66	17582
ACBD6	17583
ANKRD18B	17584
CCDC192	17585
TEX48	17586
PRB4	17587
SETSIP	17588
ANKRD63	17589
YY2	17590
STMND1	17591
HSBP1	17592
PLSCR5	17593
CFAP97D1	17594
SBK3	17595
HLA-DPA1	17596
RPS18	17597
TSPAN19	17598
AKAIN1	17599
CYP21A2	17600
PRH1	17601
PSG1	17602
